title;price;old_price;link;img
FLAT LEATHER SANDALS WITH CHAIN;27.99 USD;49.90 USD;https://www.zara.com/us/en/flat-leather-sandals-with-chain-p11601010.html;https://static.zara.net/photos///2022/V/1/1/p/1601/010/002/2/w/563/1601010002_2_10_1.jpg?ts=1649848555989
FITTED CUT OUT DRESS;27.99 USD;45.90 USD;https://www.zara.com/us/en/fitted-cut-out-dress-p02993332.html;https://static.zara.net/photos///2022/V/0/1/p/2993/332/655/12/w/563/2993332655_1_1_1.jpg?ts=1652189640036
SATIN EFFECT BUSTIER BODYSUIT;22.99 USD;39.90 USD;https://www.zara.com/us/en/satin-effect-bustier-bodysuit-p04661053.html;https://static.zara.net/photos///2022/I/0/1/p/3282/361/640/2/w/563/3282361640_1_1_1.jpg?ts=1651765228883
HEELED SANDALS WITH RHINESTONE STRAPS;35.99 USD;69.90 USD;https://www.zara.com/us/en/heeled-sandals-with-rhinestone-straps-p12323910.html;https://static.zara.net/photos///2022/V/1/1/p/2323/910/111/2/w/563/2323910111_1_1_1.jpg?ts=1645607589886
MINI CITY BAG;27.99 USD;49.90 USD;https://www.zara.com/us/en/mini-city-bag-p16344910.html;https://static.zara.net/photos///2022/V/1/1/p/6344/910/001/2/w/563/6344910001_6_1_1.jpg?ts=1651226810789
QUILTED STUDDED CROSSBODY BAG;27.99 USD;49.90 USD;https://www.zara.com/us/en/quilted-studded-crossbody-bag-p16260810.html;https://static.zara.net/photos///2021/I/1/1/p/6261/810/044/2/w/563/6261810044_6_1_1.jpg?ts=1629189390326
GEOMETRICAL CROSSBODY BAG;27.99 USD;49.90 USD;https://www.zara.com/us/en/geometrical-crossbody-bag-p16246810.html;https://static.zara.net/photos///2022/V/1/1/p/6247/810/098/2/w/563/6247810098_1_1_1.jpg?ts=1650881249278
FLAT LEATHER SANDALS WITH CHAIN;29.99 USD;59.90 USD;https://www.zara.com/us/en/flat-leather-sandals-with-chain-p11626810.html;https://static.zara.net/photos///2022/V/1/1/p/1627/810/105/2/w/563/1627810105_1_1_1.jpg?ts=1647521271245
BEAD HANDLE QUILTED CROSSBODY BAG;27.99 USD;49.90 USD;https://www.zara.com/us/en/bead-handle-quilted-crossbody-bag-p16461910.html;https://static.zara.net/photos///2022/V/1/1/p/6462/910/090/2/w/563/6462910090_6_1_1.jpg?ts=1645703136610
HIGH HEELED VINYL SANDALS;29.99 USD;59.90 USD;https://www.zara.com/us/en/high-heeled-vinyl-sandals-p11327910.html;https://static.zara.net/photos///2022/V/1/1/p/1327/910/098/2/w/563/1327910098_1_1_1.jpg?ts=1643799255663
